"id","name","model_id:id","group_id:id","perm_read","perm_write","perm_create","perm_unlink"
tk_advance_vehicle_repair.access_vehicle_condition_location_supervisor,access_vehicle_condition_location_supervisor,tk_advance_vehicle_repair.model_vehicle_condition_location,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_location_technician,access_vehicle_condition_location_technician,tk_advance_vehicle_repair.model_vehicle_condition_location,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_location_portal,access_vehicle_condition_location_portal,tk_advance_vehicle_repair.model_vehicle_condition_location,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_condition_manager,access_vehicle_condition_manager,tk_advance_vehicle_repair.model_vehicle_condition,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_receptionist,access_vehicle_condition_receptionist,tk_advance_vehicle_repair.model_vehicle_condition,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_supervisor,access_vehicle_condition_supervisor,tk_advance_vehicle_repair.model_vehicle_condition,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_technician,access_vehicle_condition_technician,tk_advance_vehicle_repair.model_vehicle_condition,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_portal,access_vehicle_condition_portal,tk_advance_vehicle_repair.model_vehicle_condition,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_condition_line_manager,access_vehicle_condition_line_manager,tk_advance_vehicle_repair.model_vehicle_condition_line,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_line_receptionist,access_vehicle_condition_line_receptionist,tk_advance_vehicle_repair.model_vehicle_condition_line,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_line_supervisor,access_vehicle_condition_line_supervisor,tk_advance_vehicle_repair.model_vehicle_condition_line,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_line_technician,access_vehicle_condition_line_technician,tk_advance_vehicle_repair.model_vehicle_condition_line,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_condition_line_portal,access_vehicle_condition_line_portal,tk_advance_vehicle_repair.model_vehicle_condition_line,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_item_manager,access_vehicle_item_manager,tk_advance_vehicle_repair.model_vehicle_item,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_item_receptionist,access_vehicle_item_receptionist,tk_advance_vehicle_repair.model_vehicle_item,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_item_supervisor,access_vehicle_item_supervisor,tk_advance_vehicle_repair.model_vehicle_item,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_item_technician,access_vehicle_item_technician,tk_advance_vehicle_repair.model_vehicle_item,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_item_portal,access_vehicle_item_portal,tk_advance_vehicle_repair.model_vehicle_item,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_mechanical_item_condition_manager,access_mechanical_item_condition_manager,tk_advance_vehicle_repair.model_mechanical_item_condition,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_mechanical_item_condition_receptionist,access_mechanical_item_condition_receptionist,tk_advance_vehicle_repair.model_mechanical_item_condition,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_mechanical_item_condition_supervisor,access_mechanical_item_condition_supervisor,tk_advance_vehicle_repair.model_mechanical_item_condition,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_mechanical_item_condition_technician,access_mechanical_item_condition_technician,tk_advance_vehicle_repair.model_mechanical_item_condition,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_mechanical_item_condition_portal,access_mechanical_item_condition_portal,tk_advance_vehicle_repair.model_mechanical_item_condition,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_interior_item_condition_manager,access_interior_item_condition_manager,tk_advance_vehicle_repair.model_interior_item_condition,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_interior_item_condition_receptionist,access_interior_item_condition_receptionist,tk_advance_vehicle_repair.model_interior_item_condition,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_interior_item_condition_supervisor,access_interior_item_condition_supervisor,tk_advance_vehicle_repair.model_interior_item_condition,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_interior_item_condition_technician,access_interior_item_condition_technician,tk_advance_vehicle_repair.model_interior_item_condition,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_interior_item_condition_portal,access_interior_item_condition_portal,tk_advance_vehicle_repair.model_interior_item_condition,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_component_manager,access_vehicle_component_manager,tk_advance_vehicle_repair.model_vehicle_component,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_component_receptionist,access_vehicle_component_receptionist,tk_advance_vehicle_repair.model_vehicle_component,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_component_supervisor,access_vehicle_component_supervisor,tk_advance_vehicle_repair.model_vehicle_component,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_component_technician,access_vehicle_component_technician,tk_advance_vehicle_repair.model_vehicle_component,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_component_portal,access_vehicle_component_portal,tk_advance_vehicle_repair.model_vehicle_component,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_fluid_manager,access_vehicle_fluid_manager,tk_advance_vehicle_repair.model_vehicle_fluid,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluid_receptionist,access_vehicle_fluid_receptionist,tk_advance_vehicle_repair.model_vehicle_fluid,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluid_supervisor,access_vehicle_fluid_supervisor,tk_advance_vehicle_repair.model_vehicle_fluid,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluid_technician,access_vehicle_fluid_technician,tk_advance_vehicle_repair.model_vehicle_fluid,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluid_portal,access_vehicle_fluid_portal,tk_advance_vehicle_repair.model_vehicle_fluid,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_components_manager,access_vehicle_components_manager,tk_advance_vehicle_repair.model_vehicle_components,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_components_receptionist,access_vehicle_components_receptionist,tk_advance_vehicle_repair.model_vehicle_components,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_components_supervisor,access_vehicle_components_supervisor,tk_advance_vehicle_repair.model_vehicle_components,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_components_technician,access_vehicle_components_technician,tk_advance_vehicle_repair.model_vehicle_components,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_components_portal,access_vehicle_components_portal,tk_advance_vehicle_repair.model_vehicle_components,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_fluids_manager,access_vehicle_fluids_manager,tk_advance_vehicle_repair.model_vehicle_fluids,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluids_receptionist,access_vehicle_fluids_receptionist,tk_advance_vehicle_repair.model_vehicle_fluids,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluids_supervisor,access_vehicle_fluids_supervisor,tk_advance_vehicle_repair.model_vehicle_fluids,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluids_technician,access_vehicle_fluids_technician,tk_advance_vehicle_repair.model_vehicle_fluids,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_fluids_portal,access_vehicle_fluids_portal,tk_advance_vehicle_repair.model_vehicle_fluids,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_tyre_inspection_manager,access_tyre_inspection_manager,tk_advance_vehicle_repair.model_tyre_inspection,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_tyre_inspection_receptionist,access_tyre_inspection_receptionist,tk_advance_vehicle_repair.model_tyre_inspection,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_tyre_inspection_supervisor,access_tyre_inspection_supervisor,tk_advance_vehicle_repair.model_tyre_inspection,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_tyre_inspection_technician,access_tyre_inspection_technician,tk_advance_vehicle_repair.model_tyre_inspection,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_tyre_inspection_portal,access_tyre_inspection_portal,tk_advance_vehicle_repair.model_tyre_inspection,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_order_spare_part_manager,access_vehicle_order_spare_part_manager,tk_advance_vehicle_repair.model_vehicle_order_spare_part,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_order_spare_part_receptionist,access_vehicle_order_spare_part_receptionist,tk_advance_vehicle_repair.model_vehicle_order_spare_part,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_order_spare_part_supervisor,access_vehicle_order_spare_part_supervisor,tk_advance_vehicle_repair.model_vehicle_order_spare_part,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_order_spare_part_technician,access_vehicle_order_spare_part_technician,tk_advance_vehicle_repair.model_vehicle_order_spare_part,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_order_spare_part_portal,access_vehicle_order_spare_part_portal,tk_advance_vehicle_repair.model_vehicle_order_spare_part,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_service_team_manager,access_service_team_manager,tk_advance_vehicle_repair.model_service_team,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_service_team_receptionist,access_service_team_receptionist,tk_advance_vehicle_repair.model_service_team,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_service_team_supervisor,access_service_team_supervisor,tk_advance_vehicle_repair.model_service_team,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_service_team_technician,access_service_team_technician,tk_advance_vehicle_repair.model_service_team,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_service_team_portal,access_service_team_portal,tk_advance_vehicle_repair.model_service_team,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_service_team_manager,access_vehicle_service_team_manager,tk_advance_vehicle_repair.model_vehicle_service_team,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_team_receptionist,access_vehicle_service_team_receptionist,tk_advance_vehicle_repair.model_vehicle_service_team,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_team_supervisor,access_vehicle_service_team_supervisor,tk_advance_vehicle_repair.model_vehicle_service_team,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_team_technician,access_vehicle_service_team_technician,tk_advance_vehicle_repair.model_vehicle_service_team,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_team_portal,access_vehicle_service_team_portal,tk_advance_vehicle_repair.model_vehicle_service_team,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_repair_job_card_manager,access_repair_job_card_manager,tk_advance_vehicle_repair.model_repair_job_card,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_repair_job_card_receptionist,access_repair_job_card_receptionist,tk_advance_vehicle_repair.model_repair_job_card,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,0
tk_advance_vehicle_repair.access_repair_job_card_supervisor,access_repair_job_card_supervisor,tk_advance_vehicle_repair.model_repair_job_card,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,0
tk_advance_vehicle_repair.access_repair_job_card_technician,access_repair_job_card_technician,tk_advance_vehicle_repair.model_repair_job_card,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,0
tk_advance_vehicle_repair.access_repair_job_card_portal,access_repair_job_card_portal,tk_advance_vehicle_repair.model_repair_job_card,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_inspection_repair_team_manager,access_inspection_repair_team_manager,tk_advance_vehicle_repair.model_inspection_repair_team,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_inspection_repair_team_receptionist,access_inspection_repair_team_receptionist,tk_advance_vehicle_repair.model_inspection_repair_team,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_inspection_repair_team_supervisor,access_inspection_repair_team_supervisor,tk_advance_vehicle_repair.model_inspection_repair_team,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_inspection_repair_team_technician,access_inspection_repair_team_technician,tk_advance_vehicle_repair.model_inspection_repair_team,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_inspection_repair_team_portal,access_inspection_repair_team_portal,tk_advance_vehicle_repair.model_inspection_repair_team,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_vehicle_service_manager,access_vehicle_service_manager,tk_advance_vehicle_repair.model_vehicle_service,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_receptionist,access_vehicle_service_receptionist,tk_advance_vehicle_repair.model_vehicle_service,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_supervisor,access_vehicle_service_supervisor,tk_advance_vehicle_repair.model_vehicle_service,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_technician,access_vehicle_service_technician,tk_advance_vehicle_repair.model_vehicle_service,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_vehicle_service_portal,access_vehicle_service_portal,tk_advance_vehicle_repair.model_vehicle_service,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_advance_vehicle_repair_dashboard_manager,access_advance_vehicle_repair_dashboard_manager,tk_advance_vehicle_repair.model_advance_vehicle_repair_dashboard,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_advance_vehicle_repair_dashboard_receptionist,access_advance_vehicle_repair_dashboard_receptionist,tk_advance_vehicle_repair.model_advance_vehicle_repair_dashboard,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_advance_vehicle_repair_dashboard_supervisor,access_advance_vehicle_repair_dashboard_supervisor,tk_advance_vehicle_repair.model_advance_vehicle_repair_dashboard,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_advance_vehicle_repair_dashboard_technician,access_advance_vehicle_repair_dashboard_technician,tk_advance_vehicle_repair.model_advance_vehicle_repair_dashboard,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_advance_vehicle_repair_dashboard_portal,access_advance_vehicle_repair_dashboard_portal,tk_advance_vehicle_repair.model_advance_vehicle_repair_dashboard,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_checklist_template_item_manager,access_checklist_template_item_manager,tk_advance_vehicle_repair.model_checklist_template_item,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_item_receptionist,access_checklist_template_item_receptionist,tk_advance_vehicle_repair.model_checklist_template_item,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_item_supervisor,access_checklist_template_item_supervisor,tk_advance_vehicle_repair.model_checklist_template_item,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_item_technician,access_checklist_template_item_technician,tk_advance_vehicle_repair.model_checklist_template_item,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_item_portal,access_checklist_template_item_portal,tk_advance_vehicle_repair.model_checklist_template_item,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_checklist_template_manager,access_checklist_template_manager,tk_advance_vehicle_repair.model_checklist_template,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_receptionist,access_checklist_template_receptionist,tk_advance_vehicle_repair.model_checklist_template,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_supervisor,access_checklist_template_supervisor,tk_advance_vehicle_repair.model_checklist_template,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_technician,access_checklist_template_technician,tk_advance_vehicle_repair.model_checklist_template,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_checklist_template_portal,access_checklist_template_portal,tk_advance_vehicle_repair.model_checklist_template,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_inspection_checklist_manager,access_inspection_checklist_manager,tk_advance_vehicle_repair.model_inspection_checklist,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_inspection_checklist_receptionist,access_inspection_checklist_receptionist,tk_advance_vehicle_repair.model_inspection_checklist,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_inspection_checklist_supervisor,access_inspection_checklist_supervisor,tk_advance_vehicle_repair.model_inspection_checklist,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_inspection_checklist_technician,access_inspection_checklist_technician,tk_advance_vehicle_repair.model_inspection_checklist,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_inspection_checklist_portal,access_inspection_checklist_portal,tk_advance_vehicle_repair.model_inspection_checklist,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_repair_checklist_manager,access_repair_checklist_manager,tk_advance_vehicle_repair.model_repair_checklist,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_repair_checklist_receptionist,access_repair_checklist_receptionist,tk_advance_vehicle_repair.model_repair_checklist,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
tk_advance_vehicle_repair.access_repair_checklist_supervisor,access_repair_checklist_supervisor,tk_advance_vehicle_repair.model_repair_checklist,tk_advance_vehicle_repair.vehicle_repair_supervisor,1,1,1,1
tk_advance_vehicle_repair.access_repair_checklist_technician,access_repair_checklist_technician,tk_advance_vehicle_repair.model_repair_checklist,tk_advance_vehicle_repair.vehicle_repair_technician,1,1,1,1
tk_advance_vehicle_repair.access_repair_checklist_portal,access_repair_checklist_portal,tk_advance_vehicle_repair.model_repair_checklist,base.group_portal,1,1,0,0

tk_advance_vehicle_repair.access_register_vehicle_manager,access_register_vehicle_manager,tk_advance_vehicle_repair.model_register_vehicle,tk_advance_vehicle_repair.vehicle_repair_manager,1,1,1,1
tk_advance_vehicle_repair.access_register_vehicle_receptionist,access_register_vehicle_receptionist,tk_advance_vehicle_repair.model_register_vehicle,tk_advance_vehicle_repair.vehicle_repair_receptionist,1,1,1,1
